Date,State,State_Code,Confimed,Recovered,Deceased,Active
14/04/2020,Ladakh,LA,0,0,0,0
14/04/2020,Lakshadweep,LD,0,0,0,0
14/04/2020,Madhya Pradesh,MP,127,13,3,111
14/04/2020,Maharashtra,MH,346,30,18,298
14/04/2020,Manipur,MN,0,0,0,0
14/04/2020,Meghalaya,ML,0,0,0,0
14/04/2020,Mizoram,MZ,0,0,0,0
14/04/2020,Nagaland,NL,0,0,0,0
14/04/2020,Odisha,OR,5,0,0,5
14/04/2020,Puducherry,PY,0,0,0,0
14/04/2020,Punjab,PB,8,2,1,5
14/04/2020,Rajasthan,RJ,108,26,0,82
14/04/2020,Sikkim,SK,0,0,0,0
14/04/2020,Tamil Nadu,TN,31,23,1,7
14/04/2020,Telangana,TG,52,7,1,44
14/04/2020,Tripura,TR,0,0,0,0
14/04/2020,Uttar Pradesh,UP,102,1,3,98
14/04/2020,Uttarakhand,UT,2,2,0,0
14/04/2020,West Bengal,WB,38,7,0,31
15/04/2020,Andaman and Nicobar Islands,AN,0,0,0,0
15/04/2020,Andhra Pradesh,AP,41,4,3,34
15/04/2020,Arunachal Pradesh,AR,0,1,0,-1
15/04/2020,Assam,AS,0,2,0,-2
15/04/2020,Bihar,BR,6,0,0,6
15/04/2020,Chandigarh,CH,0,2,0,-2
15/04/2020,Chhattisgarh,CT,0,4,0,-4
15/04/2020,Dadra and Nagar Haveli,DN,0,0,0,0
15/04/2020,Daman and Diu,DD,0,0,0,0
15/04/2020,Delhi,DL,17,10,2,5
15/04/2020,Goa,GA,0,1,0,-1
15/04/2020,Gujarat,GJ,116,5,5,106
15/04/2020,Haryana,HR,6,2,0,4
15/04/2020,Himachal Pradesh,HP,2,0,0,2
15/04/2020,Jammu and Kashmir,JK,22,6,0,16
15/04/2020,Jharkhand,JH,1,0,0,1
15/04/2020,Karnataka,KA,19,9,2,8
15/04/2020,Kerala,KL,1,7,0,-6
15/04/2020,Ladakh,LA,1,0,0,1
15/04/2020,Lakshadweep,LD,0,0,0,0
15/04/2020,Madhya Pradesh,MP,197,0,0,197
15/04/2020,Maharashtra,MH,236,36,9,191
15/04/2020,Manipur,MN,0,0,0,0
15/04/2020,Meghalaya,ML,6,0,1,5
15/04/2020,Mizoram,MZ,0,0,0,0
15/04/2020,Nagaland,NL,0,0,0,0
15/04/2020,Odisha,OR,0,1,0,-1
15/04/2020,Puducherry,PY,0,0,0,0
15/04/2020,Punjab,PB,2,0,0,2
15/04/2020,Rajasthan,RJ,71,0,0,71
15/04/2020,Sikkim,SK,0,0,0,0
15/04/2020,Tamil Nadu,TN,38,37,2,-1
15/04/2020,Telangana,TG,6,8,0,-2
15/04/2020,Tripura,TR,0,1,0,-1
15/04/2020,Uttar Pradesh,UP,75,7,3,65
15/04/2020,Uttarakhand,UT,0,0,0,0
15/04/2020,West Bengal,WB,23,1,0,22
16/04/2020,Andaman and Nicobar Islands,AN,0,1,0,-1
16/04/2020,Andhra Pradesh,AP,9,0,0,9
16/04/2020,Arunachal Pradesh,AR,0,0,0,0
16/04/2020,Assam,AS,2,3,0,-1
16/04/2020,Bihar,BR,11,8,0,3
16/04/2020,Chandigarh,CH,0,0,0,0
16/04/2020,Chhattisgarh,CT,3,6,0,-3
16/04/2020,Dadra and Nagar Haveli,DN,0,0,0,0
16/04/2020,Daman and Diu,DD,0,0,0,0
16/04/2020,Delhi,DL,62,11,6,45
16/04/2020,Goa,GA,0,0,0,0
16/04/2020,Gujarat,GJ,163,9,3,151
16/04/2020,Haryana,HR,11,8,0,3
16/04/2020,Himachal Pradesh,HP,0,3,0,-3
16/04/2020,Jammu and Kashmir,JK,14,2,0,12
16/04/2020,Jharkhand,JH,1,0,0,1
16/04/2020,Karnataka,KA,36,2,1,33
16/04/2020,Kerala,KL,7,27,0,-20
16/04/2020,Ladakh,LA,0,2,0,-2
16/04/2020,Lakshadweep,LD,0,0,0,0
16/04/2020,Madhya Pradesh,MP,226,6,2,218
16/04/2020,Maharashtra,MH,285,5,7,273
16/04/2020,Manipur,MN,0,0,0,0
16/04/2020,Meghalaya,ML,2,0,0,2
16/04/2020,Mizoram,MZ,0,0,0,0
16/04/2020,Nagaland,NL,0,0,0,0
16/04/2020,Odisha,OR,0,0,0,0
16/04/2020,Puducherry,PY,0,0,0,0
16/04/2020,Punjab,PB,11,2,1,8
16/04/2020,Rajasthan,RJ,55,17,0,38
16/04/2020,Sikkim,SK,0,0,0,0
16/04/2020,Tamil Nadu,TN,25,62,1,-38
16/04/2020,Telangana,TG,50,68,0,-18
16/04/2020,Tripura,TR,0,0,0,0
16/04/2020,Uttar Pradesh,UP,70,11,2,57
16/04/2020,Uttarakhand,UT,0,0,0,0
16/04/2020,West Bengal,WB,18,5,3,10
17/04/2020,Andaman and Nicobar Islands,AN,1,0,0,1
17/04/2020,Andhra Pradesh,AP,38,15,0,23
17/04/2020,Arunachal Pradesh,AR,0,0,0,0
17/04/2020,Assam,AS,0,4,0,-4
17/04/2020,Bihar,BR,2,0,0,2
17/04/2020,Chandigarh,CH,0,0,0,0
17/04/2020,Chhattisgarh,CT,0,1,0,-1
17/04/2020,Dadra and Nagar Haveli,DN,0,0,0,0
17/04/2020,Daman and Diu,DD,0,0,0,0
17/04/2020,Delhi,DL,67,20,4,43
17/04/2020,Goa,GA,0,0,0,0
17/04/2020,Gujarat,GJ,170,13,5,152
17/04/2020,Haryana,HR,8,21,0,-13
17/04/2020,Himachal Pradesh,HP,3,0,0,3
17/04/2020,Jammu and Kashmir,JK,14,4,1,9
17/04/2020,Jharkhand,JH,3,0,0,3
17/04/2020,Karnataka,KA,44,6,0,38
17/04/2020,Kerala,KL,1,10,0,-9
17/04/2020,Ladakh,LA,0,0,0,0
17/04/2020,Lakshadweep,LD,0,0,0,0
17/04/2020,Madhya Pradesh,MP,146,0,14,132
17/04/2020,Maharashtra,MH,120,31,7,82
17/04/2020,Manipur,MN,0,0,0,0
17/04/2020,Meghalaya,ML,0,0,0,0
17/04/2020,Mizoram,MZ,0,0,0,0
17/04/2020,Nagaland,NL,0,0,0,0
17/04/2020,Odisha,OR,0,2,0,-2
17/04/2020,Puducherry,PY,0,0,0,0
17/04/2020,Punjab,PB,14,1,0,13
17/04/2020,Rajasthan,RJ,98,19,6,73
17/04/2020,Sikkim,SK,0,0,0,0
17/04/2020,Tamil Nadu,TN,56,103,0,-47
17/04/2020,Telangana,TG,66,0,0,66
17/04/2020,Tripura,TR,0,0,0,0
17/04/2020,Uttar Pradesh,UP,44,14,1,29
17/04/2020,Uttarakhand,UT,3,0,0,3
17/04/2020,West Bengal,WB,24,9,0,15
18/04/2020,Andaman and Nicobar Islands,AN,2,0,0,2
18/04/2020,Andhra Pradesh,AP,31,7,2,22
18/04/2020,Arunachal Pradesh,AR,0,0,0,0
18/04/2020,Assam,AS,0,3,0,-3
18/04/2020,Bihar,BR,1,5,1,-5
18/04/2020,Chandigarh,CH,2,0,0,2
18/04/2020,Chhattisgarh,CT,0,1,0,-1
18/04/2020,Dadra and Nagar Haveli,DN,0,0,0,0
18/04/2020,Daman and Diu,DD,0,0,0,0
18/04/2020,Delhi,DL,186,135,1,50
18/04/2020,Goa,GA,0,0,0,0
18/04/2020,Gujarat,GJ,277,7,12,258
18/04/2020,Haryana,HR,9,14,0,-5
18/04/2020,Himachal Pradesh,HP,1,0,0,1
18/04/2020,Jammu and Kashmir,JK,13,9,0,4
18/04/2020,Jharkhand,JH,1,0,0,1
18/04/2020,Karnataka,KA,25,16,1,8
18/04/2020,Kerala,KL,4,2,0,2
18/04/2020,Ladakh,LA,0,0,0,0
18/04/2020,Lakshadweep,LD,0,0,0,0
18/04/2020,Madhya Pradesh,MP,92,57,0,35
18/04/2020,Maharashtra,MH,327,34,10,283
18/04/2020,Manipur,MN,0,0,0,0
18/04/2020,Meghalaya,ML,2,0,0,2
18/04/2020,Mizoram,MZ,0,0,0,0
18/04/2020,Nagaland,NL,0,0,0,0
18/04/2020,Odisha,OR,1,3,0,-2
18/04/2020,Puducherry,PY,0,3,0,-3
18/04/2020,Punjab,PB,23,1,2,20
18/04/2020,Rajasthan,RJ,122,17,4,101
18/04/2020,Sikkim,SK,0,0,0,0
18/04/2020,Tamil Nadu,TN,49,82,0,-33
18/04/2020,Telangana,TG,43,0,0,43
18/04/2020,Tripura,TR,0,0,0,0
18/04/2020,Uttar Pradesh,UP,126,26,0,100
18/04/2020,Uttarakhand,UT,2,0,0,2
18/04/2020,West Bengal,WB,32,4,2,26
19/04/2020,Andaman and Nicobar Islands,AN,1,0,0,1
19/04/2020,Andhra Pradesh,AP,44,23,1,20
19/04/2020,Arunachal Pradesh,AR,0,0,0,0
19/04/2020,Assam,AS,0,5,0,-5
19/04/2020,Bihar,BR,10,0,0,10
19/04/2020,Chandigarh,CH,3,4,0,-1
19/04/2020,Chhattisgarh,CT,0,0,0,0
19/04/2020,Dadra and Nagar Haveli,DN,0,0,0,0
19/04/2020,Daman and Diu,DD,0,0,0,0
19/04/2020,Delhi,DL,110,83,2,25
19/04/2020,Goa,GA,0,1,0,-1
19/04/2020,Gujarat,GJ,367,12,10,345
19/04/2020,Haryana,HR,18,4,0,14
19/04/2020,Himachal Pradesh,HP,0,0,0,0
19/04/2020,Jammu and Kashmir,JK,13,5,0,8
19/04/2020,Jharkhand,JH,8,0,0,8
19/04/2020,Karnataka,KA,6,7,2,-3
19/04/2020,Kerala,KL,2,13,0,-11
19/04/2020,Ladakh,LA,0,0,0,0
19/04/2020,Lakshadweep,LD,0,0,0,0
19/04/2020,Madhya Pradesh,MP,5,4,3,-2
19/04/2020,Maharashtra,MH,552,142,12,398
19/04/2020,Manipur,MN,0,0,0,0
19/04/2020,Meghalaya,ML,0,0,0,0
19/04/2020,Mizoram,MZ,0,0,0,0
19/04/2020,Nagaland,NL,0,0,0,0
19/04/2020,Odisha,OR,0,0,0,0
19/04/2020,Puducherry,PY,0,0,0,0
19/04/2020,Punjab,PB,10,6,0,4
19/04/2020,Rajasthan,RJ,127,5,2,120
19/04/2020,Sikkim,SK,0,0,0,0
19/04/2020,Tamil Nadu,TN,105,46,0,59
19/04/2020,Telangana,TG,49,0,3,46
19/04/2020,Tripura,TR,0,0,0,0
19/04/2020,Uttar Pradesh,UP,125,19,3,103
19/04/2020,Uttarakhand,UT,2,2,0,0
19/04/2020,West Bengal,WB,23,7,0,16
20/04/2020,Andaman and Nicobar Islands,AN,1,0,0,1
20/04/2020,Andhra Pradesh,AP,75,27,3,45
20/04/2020,Arunachal Pradesh,AR,0,0,0,0
20/04/2020,Assam,AS,0,2,0,-2
20/04/2020,Bihar,BR,17,0,0,17
20/04/2020,Chandigarh,CH,0,1,0,-1
20/04/2020,Chhattisgarh,CT,0,0,0,0
20/04/2020,Dadra and Nagar Haveli,DN,0,0,0,0
20/04/2020,Daman and Diu,DD,0,0,0,0
20/04/2020,Delhi,DL,78,141,2,-65
20/04/2020,Goa,GA,0,0,0,0
20/04/2020,Gujarat,GJ,196,26,8,162
20/04/2020,Haryana,HR,1,37,0,-36
20/04/2020,Himachal Pradesh,HP,0,0,0,0
20/04/2020,Jammu and Kashmir,JK,14,15,0,-1
20/04/2020,Jharkhand,JH,5,4,0,1
20/04/2020,Karnataka,KA,18,1,0,17
20/04/2020,Kerala,KL,6,21,0,-15
20/04/2020,Ladakh,LA,0,0,0,0
20/04/2020,Lakshadweep,LD,0,0,0,0
20/04/2020,Madhya Pradesh,MP,78,7,4,67
20/04/2020,Maharashtra,MH,466,65,9,392
20/04/2020,Manipur,MN,0,1,0,-1
20/04/2020,Meghalaya,ML,0,0,0,0
20/04/2020,Mizoram,MZ,0,0,0,0
20/04/2020,Nagaland,NL,0,0,0,0
20/04/2020,Odisha,OR,13,0,0,13
20/04/2020,Puducherry,PY,0,0,0,0
20/04/2020,Punjab,PB,1,1,0,0
20/04/2020,Rajasthan,RJ,98,0,2,96
20/04/2020,Sikkim,SK,0,0,0,0
20/04/2020,Tamil Nadu,TN,43,46,2,-5
20/04/2020,Telangana,TG,14,0,2,12
20/04/2020,Tripura,TR,0,0,0,0
20/04/2020,Uttar Pradesh,UP,84,13,1,70
20/04/2020,Uttarakhand,UT,2,7,0,-5
20/04/2020,West Bengal,WB,29,4,0,25
21/04/2020,Andaman and Nicobar Islands,AN,1,0,0,1
21/04/2020,Andhra Pradesh,AP,35,4,2,29
21/04/2020,Arunachal Pradesh,AR,0,0,0,0
21/04/2020,Assam,AS,0,0,0,0
21/04/2020,Bihar,BR,13,0,0,13
21/04/2020,Chandigarh,CH,1,0,0,1
21/04/2020,Chhattisgarh,CT,0,0,0,0
21/04/2020,Dadra and Nagar Haveli,DN,0,0,0,0
21/04/2020,Daman and Diu,DD,0,0,0,0
21/04/2020,Delhi,DL,75,180,0,-105
21/04/2020,Goa,GA,0,0,0,0
21/04/2020,Gujarat,GJ,239,8,19,212
21/04/2020,Haryana,HR,4,6,0,-2
21/04/2020,Himachal Pradesh,HP,0,0,0,0
21/04/2020,Jammu and Kashmir,JK,12,10,0,2
21/04/2020,Jharkhand,JH,0,0,0,0
21/04/2020,Karnataka,KA,10,17,1,-8
21/04/2020,Kerala,KL,19,16,0,3
21/04/2020,Ladakh,LA,0,0,0,0
21/04/2020,Lakshadweep,LD,0,0,0,0
21/04/2020,Madhya Pradesh,MP,67,10,4,53
21/04/2020,Maharashtra,MH,552,150,19,383
21/04/2020,Manipur,MN,0,0,0,0
21/04/2020,Meghalaya,ML,1,0,0,1
21/04/2020,Mizoram,MZ,0,0,0,0
21/04/2020,Nagaland,NL,0,0,0,0
21/04/2020,Odisha,OR,5,6,0,-1
21/04/2020,Puducherry,PY,0,0,0,0
21/04/2020,Punjab,PB,6,11,0,-5
21/04/2020,Rajasthan,RJ,159,69,1,89
21/04/2020,Sikkim,SK,0,0,0,0
21/04/2020,Tamil Nadu,TN,76,178,1,-103
21/04/2020,Telangana,TG,56,8,0,48
21/04/2020,Tripura,TR,0,0,0,0
21/04/2020,Uttar Pradesh,UP,153,22,3,128
21/04/2020,Uttarakhand,UT,0,1,0,-1
21/04/2020,West Bengal,WB,53,7,3,43
22/04/2020,Andaman and Nicobar Islands,AN,1,0,0,1
22/04/2020,Andhra Pradesh,AP,56,24,2,30
22/04/2020,Arunachal Pradesh,AR,0,0,0,0
22/04/2020,Assam,AS,0,0,0,0
22/04/2020,Bihar,BR,17,0,0,17
22/04/2020,Chandigarh,CH,0,0,0,0
22/04/2020,Chhattisgarh,CT,0,3,0,-3
22/04/2020,Dadra and Nagar Haveli,DN,0,0,0,0
22/04/2020,Daman and Diu,DD,0,0,0,0
22/04/2020,Delhi,DL,92,113,1,-22
22/04/2020,Goa,GA,0,0,0,0
22/04/2020,Gujarat,GJ,229,40,13,176
22/04/2020,Haryana,HR,9,11,0,-2
22/04/2020,Himachal Pradesh,HP,0,0,0,0
22/04/2020,Jammu and Kashmir,JK,27,11,0,16
22/04/2020,Jharkhand,JH,0,0,0,0
22/04/2020,Karnataka,KA,9,2,0,7
22/04/2020,Kerala,KL,11,1,0,10
22/04/2020,Ladakh,LA,0,0,0,0
22/04/2020,Lakshadweep,LD,0,0,0,0
22/04/2020,Madhya Pradesh,MP,35,4,0,31
22/04/2020,Maharashtra,MH,431,67,18,346
22/04/2020,Manipur,MN,0,0,0,0
22/04/2020,Meghalaya,ML,0,0,0,0
22/04/2020,Mizoram,MZ,0,0,0,0
22/04/2020,Nagaland,NL,0,0,0,0
22/04/2020,Odisha,OR,4,2,0,2
22/04/2020,Puducherry,PY,0,0,0,0
22/04/2020,Punjab,PB,27,4,0,23
22/04/2020,Rajasthan,RJ,153,70,1,82
22/04/2020,Sikkim,SK,0,0,0,0
22/04/2020,Tamil Nadu,TN,33,27,0,6
22/04/2020,Telangana,TG,15,0,1,14
22/04/2020,Tripura,TR,0,0,0,0
22/04/2020,Uttar Pradesh,UP,112,11,0,101
22/04/2020,Uttarakhand,UT,0,4,0,-4
22/04/2020,West Bengal,WB,31,0,0,31
23/04/2020,Andaman and Nicobar Islands,AN,4,0,0,4
23/04/2020,Andhra Pradesh,AP,80,21,3,56
23/04/2020,Arunachal Pradesh,AR,0,0,0,0
23/04/2020,Assam,AS,1,0,0,1
23/04/2020,Bihar,BR,27,2,0,25
23/04/2020,Chandigarh,CH,0,0,0,0
23/04/2020,Chhattisgarh,CT,0,2,0,-2
23/04/2020,Dadra and Nagar Haveli,DN,0,0,0,0
23/04/2020,Daman and Diu,DD,0,0,0,0
23/04/2020,Delhi,DL,128,84,2,42
23/04/2020,Goa,GA,0,0,0,0
23/04/2020,Gujarat,GJ,217,79,9,129
23/04/2020,Haryana,HR,6,12,0,-6
23/04/2020,Himachal Pradesh,HP,1,2,0,-1
23/04/2020,Jammu and Kashmir,JK,27,0,0,27
23/04/2020,Jharkhand,JH,7,4,1,2
23/04/2020,Karnataka,KA,18,14,0,4
23/04/2020,Kerala,KL,10,8,0,2
23/04/2020,Ladakh,LA,0,2,0,-2
23/04/2020,Lakshadweep,LD,0,0,0,0
23/04/2020,Madhya Pradesh,MP,100,51,3,46
23/04/2020,Maharashtra,MH,778,51,14,713
23/04/2020,Manipur,MN,0,0,0,0
23/04/2020,Meghalaya,ML,0,0,0,0
23/04/2020,Mizoram,MZ,0,0,0,0
23/04/2020,Nagaland,NL,0,0,0,0
23/04/2020,Odisha,OR,6,1,0,5
23/04/2020,Puducherry,PY,0,0,0,0
23/04/2020,Punjab,PB,5,13,1,-9
23/04/2020,Rajasthan,RJ,76,107,1,-32
23/04/2020,Sikkim,SK,0,0,0,0
23/04/2020,Tamil Nadu,TN,54,90,2,-38
23/04/2020,Telangana,TG,27,58,1,-32
23/04/2020,Tripura,TR,0,1,0,-1
23/04/2020,Uttar Pradesh,UP,61,33,3,25
23/04/2020,Uttarakhand,UT,1,1,0,0
23/04/2020,West Bengal,WB,33,6,0,27
24/04/2020,Andaman and Nicobar Islands,AN,7,0,0,7
24/04/2020,Andhra Pradesh,AP,62,4,2,56
24/04/2020,Arunachal Pradesh,AR,0,0,0,0
24/04/2020,Assam,AS,0,0,0,0
24/04/2020,Bihar,BR,53,0,0,53
24/04/2020,Chandigarh,CH,0,1,0,-1
24/04/2020,Chhattisgarh,CT,0,0,0,0
24/04/2020,Dadra and Nagar Haveli,DN,0,0,0,0
24/04/2020,Daman and Diu,DD,0,0,0,0
24/04/2020,Delhi,DL,138,49,3,86
24/04/2020,Goa,GA,0,0,0,0
24/04/2020,Gujarat,GJ,191,7,15,169
24/04/2020,Haryana,HR,5,16,0,-11
24/04/2020,Himachal Pradesh,HP,0,0,0,0
24/04/2020,Jammu and Kashmir,JK,20,17,0,3
24/04/2020,Jharkhand,JH,6,0,0,6
24/04/2020,Karnataka,KA,29,7,1,21
24/04/2020,Kerala,KL,3,15,1,-13
24/04/2020,Ladakh,LA,0,0,0,0
24/04/2020,Lakshadweep,LD,0,0,0,0
24/04/2020,Madhya Pradesh,MP,159,7,9,143
24/04/2020,Maharashtra,MH,390,117,18,255
24/04/2020,Manipur,MN,0,0,0,0
24/04/2020,Meghalaya,ML,0,0,0,0
24/04/2020,Mizoram,MZ,0,0,0,0
24/04/2020,Nagaland,NL,0,0,0,0
24/04/2020,Odisha,OR,5,0,0,5
24/04/2020,Puducherry,PY,0,0,0,0
24/04/2020,Punjab,PB,15,4,0,11
24/04/2020,Rajasthan,RJ,70,42,4,24
24/04/2020,Sikkim,SK,0,0,0,0
24/04/2020,Tamil Nadu,TN,72,114,2,-44
24/04/2020,Telangana,TG,13,39,0,-26
24/04/2020,Tripura,TR,0,0,0,0
24/04/2020,Uttar Pradesh,UP,111,20,1,90
24/04/2020,Uttarakhand,UT,1,1,0,0
24/04/2020,West Bengal,WB,58,24,3,31
25/04/2020,Andaman and Nicobar Islands,AN,4,0,0,4
25/04/2020,Andhra Pradesh,AP,61,26,2,33
25/04/2020,Arunachal Pradesh,AR,0,0,0,0
25/04/2020,Assam,AS,0,0,0,0
25/04/2020,Bihar,BR,28,1,0,27
25/04/2020,Chandigarh,CH,1,0,0,1
25/04/2020,Chhattisgarh,CT,1,2,0,-1
25/04/2020,Dadra and Nagar Haveli,DN,0,0,0,0
25/04/2020,Daman and Diu,DD,0,0,0,0
25/04/2020,Delhi,DL,111,12,1,98
25/04/2020,Goa,GA,0,0,0,0
25/04/2020,Gujarat,GJ,256,17,6,233
25/04/2020,Haryana,HR,12,5,0,7
25/04/2020,Himachal Pradesh,HP,0,4,0,-4
25/04/2020,Jammu and Kashmir,JK,40,3,1,36
25/04/2020,Jharkhand,JH,8,0,0,8
25/04/2020,Karnataka,KA,26,6,0,20
25/04/2020,Kerala,KL,7,7,0,0
25/04/2020,Ladakh,LA,2,0,0,2
25/04/2020,Lakshadweep,LD,0,0,0,0
25/04/2020,Madhya Pradesh,MP,99,71,7,21
25/04/2020,Maharashtra,MH,811,119,22,670
25/04/2020,Manipur,MN,0,0,0,0
25/04/2020,Meghalaya,ML,0,0,0,0
25/04/2020,Mizoram,MZ,0,0,0,0
25/04/2020,Nagaland,NL,0,0,0,0
25/04/2020,Odisha,OR,6,1,0,5
25/04/2020,Puducherry,PY,1,0,0,1
25/04/2020,Punjab,PB,10,2,0,8
25/04/2020,Rajasthan,RJ,49,20,2,27
25/04/2020,Sikkim,SK,0,0,0,0
25/04/2020,Tamil Nadu,TN,66,94,1,-29
25/04/2020,Telangana,TG,7,16,0,-9
25/04/2020,Tripura,TR,0,0,0,0
25/04/2020,Uttar Pradesh,UP,172,35,2,135
25/04/2020,Uttarakhand,UT,0,1,0,-1
25/04/2020,West Bengal,WB,57,0,0,57
26/04/2020,Andaman and Nicobar Islands,AN,0,0,0,0
26/04/2020,Andhra Pradesh,AP,81,60,0,21
26/04/2020,Arunachal Pradesh,AR,0,0,0,0
26/04/2020,Assam,AS,0,8,0,-8
26/04/2020,Bihar,BR,26,11,0,15
26/04/2020,Chandigarh,CH,8,2,0,6
26/04/2020,Chhattisgarh,CT,0,0,0,0
26/04/2020,Dadra and Nagar Haveli,DN,0,0,0,0
26/04/2020,Daman and Diu,DD,0,0,0,0
26/04/2020,Delhi,DL,293,8,0,285
26/04/2020,Goa,GA,0,0,0,0
26/04/2020,Gujarat,GJ,230,31,18,181
26/04/2020,Haryana,HR,9,8,0,1
26/04/2020,Himachal Pradesh,HP,0,0,0,0
26/04/2020,Jammu and Kashmir,JK,29,25,0,4
26/04/2020,Jharkhand,JH,15,5,0,10
26/04/2020,Karnataka,KA,3,24,1,-22
26/04/2020,Kerala,KL,11,4,0,7
26/04/2020,Ladakh,LA,0,0,0,0
26/04/2020,Lakshadweep,LD,0,0,0,0
26/04/2020,Madhya Pradesh,MP,145,21,4,120
26/04/2020,Maharashtra,MH,440,112,19,309
26/04/2020,Manipur,MN,0,0,0,0
26/04/2020,Meghalaya,ML,0,0,0,0
26/04/2020,Mizoram,MZ,0,0,0,0
26/04/2020,Nagaland,NL,0,0,0,0
26/04/2020,Odisha,OR,3,1,0,2
26/04/2020,Puducherry,PY,0,0,0,0
26/04/2020,Punjab,PB,14,12,1,1
26/04/2020,Rajasthan,RJ,102,116,7,-21
26/04/2020,Sikkim,SK,0,0,0,0
26/04/2020,Tamil Nadu,TN,64,60,1,3
26/04/2020,Telangana,TG,11,9,0,2
26/04/2020,Tripura,TR,0,0,0,0
26/04/2020,Uttar Pradesh,UP,80,66,3,11
26/04/2020,Uttarakhand,UT,3,0,0,3
26/04/2020,West Bengal,WB,40,2,2,36
27/04/2020,Andaman and Nicobar Islands,AN,0,0,0,0
27/04/2020,Andhra Pradesh,AP,80,4,0,76
27/04/2020,Arunachal Pradesh,AR,0,0,0,0
27/04/2020,Assam,AS,0,0,0,0
27/04/2020,Bihar,BR,69,0,0,69
27/04/2020,Chandigarh,CH,9,0,0,9
27/04/2020,Chhattisgarh,CT,0,0,0,0
27/04/2020,Dadra and Nagar Haveli,DN,0,0,0,0
27/04/2020,Daman and Diu,DD,0,0,0,0
27/04/2020,Delhi,DL,190,0,0,190
27/04/2020,Goa,GA,0,0,0,0
27/04/2020,Gujarat,GJ,247,81,11,155
27/04/2020,Haryana,HR,5,14,0,-9
27/04/2020,Himachal Pradesh,HP,0,3,0,-3
27/04/2020,Jammu and Kashmir,JK,23,27,1,-5
27/04/2020,Jharkhand,JH,21,4,0,17
27/04/2020,Karnataka,KA,9,11,1,-3
27/04/2020,Kerala,KL,13,13,0,0
27/04/2020,Ladakh,LA,0,0,0,0
27/04/2020,Lakshadweep,LD,0,0,0,0
27/04/2020,Madhya Pradesh,MP,75,55,7,13
27/04/2020,Maharashtra,MH,522,94,27,401
27/04/2020,Manipur,MN,0,0,0,0
27/04/2020,Meghalaya,ML,0,0,0,0
27/04/2020,Mizoram,MZ,0,0,0,0
27/04/2020,Nagaland,NL,0,0,0,0
27/04/2020,Odisha,OR,15,2,0,13
27/04/2020,Puducherry,PY,0,1,0,-1
27/04/2020,Punjab,PB,8,14,1,-7
27/04/2020,Rajasthan,RJ,77,115,9,-47
27/04/2020,Sikkim,SK,0,0,0,0
27/04/2020,Tamil Nadu,TN,52,54,0,-2
27/04/2020,Telangana,TG,2,16,0,-14
27/04/2020,Tripura,TR,0,0,0,0
27/04/2020,Uttar Pradesh,UP,113,72,1,40
27/04/2020,Uttarakhand,UT,0,0,0,0
27/04/2020,West Bengal,WB,38,0,0,38
28/04/2020,Andaman and Nicobar Islands,AN,0,4,0,-4
28/04/2020,Andhra Pradesh,AP,82,23,0,59
28/04/2020,Arunachal Pradesh,AR,0,0,0,0
28/04/2020,Assam,AS,2,0,0,2
28/04/2020,Bihar,BR,20,8,0,12
28/04/2020,Chandigarh,CH,11,0,0,11
28/04/2020,Chhattisgarh,CT,1,2,0,-1
28/04/2020,Dadra and Nagar Haveli,DN,0,0,0,0
28/04/2020,Daman and Diu,DD,0,0,0,0
28/04/2020,Delhi,DL,206,201,0,5
28/04/2020,Goa,GA,0,0,0,0
28/04/2020,Gujarat,GJ,226,40,19,167
28/04/2020,Haryana,HR,7,11,0,-4
28/04/2020,Himachal Pradesh,HP,0,0,0,0
28/04/2020,Jammu and Kashmir,JK,19,12,1,6
28/04/2020,Jharkhand,JH,2,2,0,0
28/04/2020,Karnataka,KA,11,14,0,-3
28/04/2020,Kerala,KL,4,4,0,0
28/04/2020,Ladakh,LA,2,0,0,2
28/04/2020,Lakshadweep,LD,0,0,0,0
28/04/2020,Madhya Pradesh,MP,222,16,10,196
28/04/2020,Maharashtra,MH,728,106,31,591
28/04/2020,Manipur,MN,0,0,0,0
28/04/2020,Meghalaya,ML,0,0,0,0
28/04/2020,Mizoram,MZ,0,0,0,0
28/04/2020,Nagaland,NL,0,0,0,0
28/04/2020,Odisha,OR,0,1,0,-1
28/04/2020,Puducherry,PY,0,0,0,0
28/04/2020,Punjab,PB,12,3,0,9
28/04/2020,Rajasthan,RJ,102,26,2,74
28/04/2020,Sikkim,SK,0,0,0,0
28/04/2020,Tamil Nadu,TN,121,54,1,66
28/04/2020,Telangana,TG,6,42,0,-36
28/04/2020,Tripura,TR,0,0,0,0
28/04/2020,Uttar Pradesh,UP,67,63,3,1
28/04/2020,Uttarakhand,UT,3,0,0,3
28/04/2020,West Bengal,WB,48,4,2,42
29/04/2020,Andaman and Nicobar Islands,AN,0,0,0,0
29/04/2020,Andhra Pradesh,AP,73,29,0,44
29/04/2020,Arunachal Pradesh,AR,0,0,0,0
29/04/2020,Assam,AS,0,2,0,-2
29/04/2020,Bihar,BR,37,0,0,37
29/04/2020,Chandigarh,CH,12,0,0,12
29/04/2020,Chhattisgarh,CT,0,0,0,0
29/04/2020,Dadra and Nagar Haveli,DN,0,0,0,0
29/04/2020,Daman and Diu,DD,0,0,0,0
29/04/2020,Delhi,DL,125,14,2,109
